model,K,trial_id,condition,identity,nbits,min_bit_confidence,weakest_bit,source_path,target_rank,confidence_kind
voicemark,8,157,benign_copy,19291,16,0.9983409047,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_02.wav,,native decoder bit marginal
voicemark,8,157,successful_mrc,52951,16,0.9632209539,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_02.wav,1,native decoder bit marginal
voicemark,8,157,uniform_collusion,56150,16,0.7286048532,14,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_02.wav,,native decoder bit marginal
voicemark,8,158,benign_copy,43282,16,0.9493573308,5,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_03.wav,,native decoder bit marginal
voicemark,8,158,uniform_collusion,48035,16,0.8078264445,6,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1040/english_1040_03.wav,,native decoder bit marginal
voicemark,8,159,benign_copy,63941,16,0.9759984016,6,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_01.wav,,native decoder bit marginal
voicemark,8,159,uniform_collusion,5143,16,0.5080628097,13,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_01.wav,,native decoder bit marginal
voicemark,8,160,benign_copy,63572,16,0.9998682252,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_02.wav,,native decoder bit marginal
voicemark,8,160,uniform_collusion,5985,16,0.6108330488,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_02.wav,,native decoder bit marginal
voicemark,8,161,benign_copy,61112,16,0.9994696461,12,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_03.wav,,native decoder bit marginal
voicemark,8,161,uniform_collusion,52076,16,0.6340897977,4,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1069/english_1069_03.wav,,native decoder bit marginal
voicemark,8,162,benign_copy,5816,16,0.9977501296,13,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_01.wav,,native decoder bit marginal
voicemark,8,162,uniform_collusion,58330,16,0.4133468270,3,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_01.wav,,native decoder bit marginal
voicemark,8,163,benign_copy,18338,16,0.9997571398,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_02.wav,,native decoder bit marginal
voicemark,8,163,successful_mrc,15041,16,0.7701221704,1,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_02.wav,6,native decoder bit marginal
voicemark,8,163,uniform_collusion,55232,16,0.6544935107,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_02.wav,,native decoder bit marginal
voicemark,8,164,benign_copy,12712,16,0.9940562816,10,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_03.wav,,native decoder bit marginal
voicemark,8,164,uniform_collusion,56152,16,0.5394516885,2,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1081/english_1081_03.wav,,native decoder bit marginal
voicemark,8,165,benign_copy,7323,16,0.9881082205,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_01.wav,,native decoder bit marginal
voicemark,8,165,uniform_collusion,37363,16,0.5954461098,9,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_01.wav,,native decoder bit marginal
voicemark,8,166,benign_copy,31578,16,0.9999288519,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_02.wav,,native decoder bit marginal
voicemark,8,166,uniform_collusion,29270,16,0.6880261600,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_02.wav,,native decoder bit marginal
voicemark,8,167,benign_copy,952,16,0.9989460770,11,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_03.wav,,native decoder bit marginal
voicemark,8,167,uniform_collusion,6935,16,0.8768607154,15,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1088/english_1088_03.wav,,native decoder bit marginal
voicemark,8,168,benign_copy,42785,16,0.9991340041,0,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/english/1098/english_1098_01.wav,,native decoder bit marginal
