model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
audioseal,5,13,chinese:SSB0122,0,fwp,-50,3,1,0.90231514,1.2568,0.7548
audioseal,5,13,chinese:SSB0122,0,mean,50,3,1,1.82535553,2.6640,0.9753
audioseal,5,13,chinese:SSB0122,0,fwp,50,3,1,0.80132103,1.2734,0.7123
audioseal,5,14,chinese:SSB0133,0,mean,0,-1,1,3.35054064,4.5866,0.9991
audioseal,5,14,chinese:SSB0133,0,fwp,0,-1,1,2.18799925,4.5487,0.9985
audioseal,5,14,chinese:SSB0133,0,mean,-10,4,1,3.98884964,3.9972,0.9847
audioseal,5,14,chinese:SSB0133,0,fwp,-10,4,1,1.66077614,1.9434,0.8733
audioseal,5,14,chinese:SSB0133,0,mean,10,4,1,4.02243423,4.3819,0.9855
audioseal,5,14,chinese:SSB0133,0,fwp,10,4,1,3.33707142,1.8411,0.8703
audioseal,5,14,chinese:SSB0133,0,mean,-20,4,1,3.57237530,3.1412,0.9818
audioseal,5,14,chinese:SSB0133,0,fwp,-20,4,1,1.09518623,1.7205,0.8444
audioseal,5,14,chinese:SSB0133,0,mean,20,4,1,3.50481749,3.8302,0.9831
audioseal,5,14,chinese:SSB0133,0,fwp,20,4,1,1.16412306,1.7286,0.8524
audioseal,5,14,chinese:SSB0133,0,mean,-50,4,1,3.28501701,1.9765,0.9749
audioseal,5,14,chinese:SSB0133,0,fwp,-50,4,1,0.85940742,1.3052,0.7923
audioseal,5,14,chinese:SSB0133,0,mean,50,4,1,3.46572971,2.8051,0.9787
audioseal,5,14,chinese:SSB0133,0,fwp,50,4,1,0.99508667,1.3080,0.7731
audioseal,5,15,chinese:SSB0139,0,mean,0,-1,1,3.42236710,4.6037,0.9998
audioseal,5,15,chinese:SSB0139,0,fwp,0,-1,1,2.98438644,4.5919,0.9998
audioseal,5,15,chinese:SSB0139,0,mean,-10,0,1,4.88905716,4.0168,0.9845
audioseal,5,15,chinese:SSB0139,0,fwp,-10,0,1,2.37377691,2.1185,0.8351
audioseal,5,15,chinese:SSB0139,0,mean,10,0,1,4.71149921,4.3348,0.9845
audioseal,5,15,chinese:SSB0139,0,fwp,10,0,1,3.07712078,2.1197,0.8433
audioseal,5,15,chinese:SSB0139,0,mean,-20,0,1,3.67225075,3.0972,0.9817
audioseal,5,15,chinese:SSB0139,0,fwp,-20,0,1,2.83304548,1.7149,0.8474
audioseal,5,15,chinese:SSB0139,0,mean,20,0,1,3.70070267,3.8459,0.9828
audioseal,5,15,chinese:SSB0139,0,fwp,20,0,1,2.92953300,1.7159,0.8494
audioseal,5,15,chinese:SSB0139,0,mean,-50,0,1,2.54385567,2.1170,0.9749
audioseal,5,15,chinese:SSB0139,0,fwp,-50,0,1,0.60136127,1.3891,0.7466
audioseal,5,15,chinese:SSB0139,0,mean,50,0,1,3.46219826,2.7706,0.9732
audioseal,5,15,chinese:SSB0139,0,fwp,50,0,1,1.32176924,1.4010,0.7335
audioseal,5,16,chinese:SSB0145,0,mean,0,-1,1,1.92394638,4.5927,0.9994
audioseal,5,16,chinese:SSB0145,0,fwp,0,-1,1,6.91002178,4.5752,0.9992
audioseal,5,16,chinese:SSB0145,0,mean,-10,1,1,2.72551441,3.9605,0.9864
audioseal,5,16,chinese:SSB0145,0,fwp,-10,1,1,1.66191387,2.3574,0.8841
audioseal,5,16,chinese:SSB0145,0,mean,10,1,1,2.69577217,4.3401,0.9858
audioseal,5,16,chinese:SSB0145,0,fwp,10,1,1,1.88659859,2.3902,0.8834
audioseal,5,16,chinese:SSB0145,0,mean,-20,1,1,2.26043224,2.9802,0.9825
audioseal,5,16,chinese:SSB0145,0,fwp,-20,1,1,3.29490280,1.6799,0.8320
audioseal,5,16,chinese:SSB0145,0,mean,20,1,1,2.86855984,3.9433,0.9816
audioseal,5,16,chinese:SSB0145,0,fwp,20,1,1,3.42579937,1.6801,0.8158
audioseal,5,16,chinese:SSB0145,0,mean,-50,1,1,2.88360119,2.0024,0.9776
audioseal,5,16,chinese:SSB0145,0,fwp,-50,1,1,1.40538788,1.3579,0.7752
audioseal,5,16,chinese:SSB0145,0,mean,50,1,1,1.78072977,2.9478,0.9781
audioseal,5,16,chinese:SSB0145,0,fwp,50,1,1,1.17125368,1.3749,0.7467
audioseal,5,17,chinese:SSB0149,0,mean,0,-1,1,5.30467033,4.5700,0.9995
audioseal,5,17,chinese:SSB0149,0,fwp,0,-1,1,3.75307894,4.5921,0.9997
audioseal,5,17,chinese:SSB0149,0,mean,-10,2,1,5.13987732,4.2657,0.9854
audioseal,5,17,chinese:SSB0149,0,fwp,-10,2,1,3.06888294,2.9128,0.8863
audioseal,5,17,chinese:SSB0149,0,mean,10,2,1,5.13594866,4.4794,0.9849
audioseal,5,17,chinese:SSB0149,0,fwp,10,2,1,2.99470949,2.9653,0.8816
audioseal,5,17,chinese:SSB0149,0,mean,-20,2,1,4.87269306,3.5172,0.9817
audioseal,5,17,chinese:SSB0149,0,fwp,-20,2,1,1.16223669,2.1841,0.8401
audioseal,5,17,chinese:SSB0149,0,mean,20,2,1,5.41754055,4.1955,0.9814
audioseal,5,17,chinese:SSB0149,0,fwp,20,2,1,0.91625595,2.2323,0.8320
audioseal,5,17,chinese:SSB0149,0,mean,-50,2,1,4.77371407,2.3447,0.9768
audioseal,5,17,chinese:SSB0149,0,fwp,-50,2,1,2.92709303,1.6843,0.7939
