model,K,trial_id,spk,local_t,method,shift_ms,shifted_colluder_index,ASR,attribution_margin,PESQ,STOI
wmcodec,5,19,chinese:SSB0197,0,mean,-10,4,1,3.09784675,3.7711,0.9697
wmcodec,5,19,chinese:SSB0197,0,fwp,-10,4,1,5.50634250,2.0475,0.8609
wmcodec,5,19,chinese:SSB0197,0,mean,10,4,1,1.81548172,4.0064,0.9690
wmcodec,5,19,chinese:SSB0197,0,fwp,10,4,1,3.93755120,2.0760,0.8676
wmcodec,5,19,chinese:SSB0197,0,mean,-20,4,1,1.78089875,2.9367,0.9631
wmcodec,5,19,chinese:SSB0197,0,fwp,-20,4,1,3.55119586,1.5026,0.8080
wmcodec,5,19,chinese:SSB0197,0,mean,20,4,1,2.59897846,3.4520,0.9630
wmcodec,5,19,chinese:SSB0197,0,fwp,20,4,1,3.27996624,1.4772,0.8015
wmcodec,5,19,chinese:SSB0197,0,mean,-50,4,1,2.40632284,1.8753,0.9543
wmcodec,5,19,chinese:SSB0197,0,fwp,-50,4,1,15.47657081,1.2601,0.7502
wmcodec,5,19,chinese:SSB0197,0,mean,50,4,1,2.58961725,2.2585,0.9542
wmcodec,5,19,chinese:SSB0197,0,fwp,50,4,1,7.64430459,1.2545,0.7308
wmcodec,5,20,chinese:SSB0200,0,mean,0,-1,1,11.32106428,4.1472,0.9805
wmcodec,5,20,chinese:SSB0200,0,fwp,0,-1,1,24.45138619,3.8588,0.9685
wmcodec,5,20,chinese:SSB0200,0,mean,-10,0,1,17.50785782,3.6000,0.9592
