model,K,spk,local_t,gi,restart,start_id,objective,weights
wmcodec,5,chinese:SSB0038,0,7,0,0,0.0000530453,0.15694266;0.18714162;0.21088382;0.24413970;0.20089220
wmcodec,5,chinese:SSB0038,0,7,0,1,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,0,2,0.0000530453,0.15690983;0.18714661;0.21093870;0.24417741;0.20082745
wmcodec,5,chinese:SSB0038,0,7,0,3,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,0,4,0.0000530453,0.15690349;0.18721614;0.21091029;0.24421572;0.20075435
wmcodec,5,chinese:SSB0038,0,7,0,5,0.0000530453,0.15686905;0.18698094;0.21085513;0.24420963;0.20108524
wmcodec,5,chinese:SSB0038,0,7,0,6,0.0000530453,0.15690349;0.18721614;0.21091029;0.24421572;0.20075435
wmcodec,5,chinese:SSB0038,0,7,1,0,0.0000530453,0.15694266;0.18714162;0.21088382;0.24413970;0.20089220
wmcodec,5,chinese:SSB0038,0,7,1,1,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,1,2,0.0000530453,0.15686905;0.18698094;0.21085513;0.24420963;0.20108524
wmcodec,5,chinese:SSB0038,0,7,1,3,0.0000530453,0.15690349;0.18721614;0.21091029;0.24421572;0.20075435
wmcodec,5,chinese:SSB0038,0,7,1,4,0.0000530453,0.15690349;0.18721614;0.21091029;0.24421572;0.20075435
wmcodec,5,chinese:SSB0038,0,7,1,5,0.0000530453,0.15690983;0.18714661;0.21093870;0.24417741;0.20082745
wmcodec,5,chinese:SSB0038,0,7,1,6,0.0000530453,0.15698730;0.18730099;0.21053332;0.24399410;0.20118430
wmcodec,5,chinese:SSB0038,0,7,2,0,0.0000530453,0.15694266;0.18714162;0.21088382;0.24413970;0.20089220
wmcodec,5,chinese:SSB0038,0,7,2,1,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,2,2,0.0000530453,0.15690983;0.18714661;0.21093870;0.24417741;0.20082745
wmcodec,5,chinese:SSB0038,0,7,2,3,0.0000530453,0.15686905;0.18698094;0.21085513;0.24420963;0.20108524
wmcodec,5,chinese:SSB0038,0,7,2,4,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,2,5,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
wmcodec,5,chinese:SSB0038,0,7,2,6,0.0000530453,0.15686905;0.18698094;0.21085513;0.24420963;0.20108524
wmcodec,5,chinese:SSB0038,0,7,3,0,0.0000530453,0.15694266;0.18714162;0.21088382;0.24413970;0.20089220
wmcodec,5,chinese:SSB0038,0,7,3,1,0.0000530453,0.15713007;0.18717616;0.21077234;0.24423321;0.20068822
