model,k,trial_id,speaker,clip_index,source_path,valid_copy_count,payloads_tested,mixing,escaped,closest_member_bits,closest_member_bit_accuracy,pesq,stoi,si_sdr
wmcodec,5,147,chinese:SSB0415,1,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_01.wav,5,5,uniform,1,11,0.6875,4.1897,0.9874,17.25
wmcodec,5,148,chinese:SSB0415,2,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_02.wav,5,5,uniform,1,11,0.6875,3.9051,0.9836,18.45
wmcodec,5,149,chinese:SSB0415,3,dataset/collusion_300/chinese/SSB0415/chinese_SSB0415_03.wav,5,5,uniform,1,10,0.6250,4.2389,0.9831,15.49
wmcodec,5,150,english:103,1,dataset/collusion_300/english/103/english_103_01.wav,5,5,uniform,1,11,0.6875,4.2078,0.9796,9.48
wmcodec,5,151,english:103,2,dataset/collusion_300/english/103/english_103_02.wav,5,5,uniform,1,11,0.6875,4.2373,0.9830,10.86
wmcodec,5,152,english:103,3,dataset/collusion_300/english/103/english_103_03.wav,5,5,uniform,1,11,0.6875,4.3275,0.9856,11.37
wmcodec,5,153,english:1034,1,dataset/collusion_300/english/1034/english_1034_01.wav,5,5,uniform,1,9,0.5625,4.3158,0.9707,14.27
wmcodec,5,154,english:1034,2,dataset/collusion_300/english/1034/english_1034_02.wav,5,5,uniform,1,11,0.6875,4.2076,0.9751,13.57
wmcodec,5,155,english:1034,3,dataset/collusion_300/english/1034/english_1034_03.wav,5,5,uniform,1,12,0.7500,4.1740,0.9767,13.41
wmcodec,5,156,english:1040,1,dataset/collusion_300/english/1040/english_1040_01.wav,5,5,uniform,1,13,0.8125,4.2218,0.9809,12.89
wmcodec,5,157,english:1040,2,dataset/collusion_300/english/1040/english_1040_02.wav,5,5,uniform,1,12,0.7500,4.2687,0.9801,12.69
wmcodec,5,158,english:1040,3,dataset/collusion_300/english/1040/english_1040_03.wav,5,5,uniform,1,10,0.6250,4.2321,0.9809,13.58
wmcodec,5,159,english:1069,1,dataset/collusion_300/english/1069/english_1069_01.wav,5,5,uniform,1,11,0.6875,4.3634,0.9907,14.74
wmcodec,5,160,english:1069,2,dataset/collusion_300/english/1069/english_1069_02.wav,5,5,uniform,1,11,0.6875,4.4102,0.9907,18.71
wmcodec,5,161,english:1069,3,dataset/collusion_300/english/1069/english_1069_03.wav,5,5,uniform,1,11,0.6875,4.2976,0.9914,15.69
wmcodec,5,162,english:1081,1,dataset/collusion_300/english/1081/english_1081_01.wav,5,5,uniform,1,10,0.6250,4.2039,0.9835,10.73
wmcodec,5,163,english:1081,2,dataset/collusion_300/english/1081/english_1081_02.wav,5,5,uniform,1,13,0.8125,4.2839,0.9835,12.64
wmcodec,5,164,english:1081,3,dataset/collusion_300/english/1081/english_1081_03.wav,5,5,uniform,1,10,0.6250,4.1707,0.9833,11.75
